player_name,state,from_california
Kenny Williams,TX,
Brandon DeFrance,TX,
Bobby Esiaba,TX,
Quinton White,TX,
Summitt Hogue,TX,
Kahlee Woods,TX,
Rodney Hall,TX,
Malik Jenkins,TX,
Taylor Symmank,TX,
Jackson Richards,TX,
Kramer Fyfe,TX,
Caleb Woodward,TX,
Christopher Knighton,TX,
Ryan Bustin,TX,
Armond Weh-Weh,TX,
Tyler Scalzi,TX,
Demetrius Alston,GA,
Tony Morales,TX,
Parker Bradham,TX,
Kindred Evans,TX,
Dartwan Bush,TX,
Alfredo Morales,TX,
David Brenner,TX,
Josh Outlaw,GA,
Emiliano Renteria,TX,
Le'Raven Clark,TX,
James Polk,TX,
Baylen Brown,TX,
Ryan Messer,TX,
Matt Wilson,TX,
Cody Hayes,TX,
Rashad Fortenberry,MS,
Beau Carpenter,TX,
Joey White,TX,
Jared Kaster,TX,
Trey Keenan,TX,
Blake Snider,TX,
Poet Thomas,MI,
Grant Eubank,TX,
Brent Mitcham,TX,
Brad Pearson,TX,
Zach Austin,TX,
Jordan Davis,TX,
Peyton Williams,TX,
Aaron Fisher,TX,
Hunter Weishuhn,TX,
Jacob Hurla,KS,
Kerry Hyder,TX,
Bennett Ofor,TX,
Donte Phillips,WI,
Dennell Wesley,FL,
Anthony Smith,TX,
Shelton Gibson,OH,
Brandon Golson,SC,
Dreamius Smith,KS,
Charles Sims,TX,
Wendell Smallwood,DE,
Mario Alford,GA,
Daikiel Shorts,NJ,
Ford Childress,TX,
Daryl Worley,PA,
Karl Joseph,FL,
Gregory McPherson,WV,
Rushel Shell,PA,
K.J. Dillon,FL,
Clint Trickett,FL,
Nana Twum Agyire,MD,
Jordan Thompson,TX,
Kevin White,PA,
Ronald Carswell,GA,
Andrew Buie,FL,
Sean Walters,FL,
Paul Millard,TX,
Ricky Rumph,FL,
Dante Campbell,FL,
Terrell Chestnut,PA,
Dozie Ezemma,NY,
Rick Greenfield,MD,
Marvin Gross,MD,
Nana Kyeremeh,OH,
Kj Myers,FL,
Brandon Napoleon,NJ,
Avery Williams,DC,
Sam Eggleston,TX,
Karim Pierre,NY,
Jeremy Tyler,GA,
Darwin Cook,OH,
Travis Bell,FL,
William Marable,VA,
Ellijah Wellman,WV,
Dustin Garrison,TX,
Justin Arndt,WV,
Isaac McDonald,FL,
Isaiah Bruce,FL,
Maurice Zereoue,NY,
Carlton Nash,DE,
Jared Barber,NC,
Nate Majnaric,OH,
Ishmael Banks,VA,
Nick Kwiatkoski,PA,
Shaq Petteway,OH,
Wes Tonkery,WV,
Shane Commodore,WV,
Mike Molina,WV,
Cameron Nash,NJ,
Malik Greaves,FL,
Hodari Christian,PA,
Houston Syvertson,WV,
Alex Brooks,OH,
Kyle Majnaric,OH,
Garrett Hope,TX,
Trevon Johnson,WV,
Jarrod Harper,MD,
Eric Kinsey,FL,
Scott Levine,WV,
Nick Meadows,WV,
Doug Rigg,NJ,
Michael Molinari,WV,
Darrien Howard,OH,
Al-Rasheed Benton,NJ,
Martez Stone,OH,
Tanner Grose,WV,
Tyler Anderson,WV,
Dayron Wilson,VA,
Grant Lingafelter,OH,
Tanner Barnes,TX,
Jewone Snow,OH,
Adam Pankey,OH,
Stone Underwood,MS,
Curtis Feigt,PA,
Michael Calicchio,NY,
Mark Glowinski,--,
Tyler Orlosky,OH,
Quinton Spain,VA,
Tony Matteo,OH,
James Gayeski,NJ,
Brandon Jackson,OH,
Tyler Tezeno,TX,
Brendan Willis,VA,
Russell Haughton-James,FL,
Zack Johnson,WV,
Pat Eger,PA,
Marcell Lazard,NJ,
Marquis Lucas,FL,
Nick Kindler,PA,
Jacky Marcellus,FL,
Vernon Davis,FL,
Devonte Mathis,FL,
Logan Moore,WV,
Ivan McCartney,FL,
Josh Lambert,TX,
John DePalma,GA,
Cody Clay,WV,
Darren Arndt,WV,
Chai Smith,PA,
Shaq Rowell,OH,
Trevor Demko,PA,
Quincy Redmon,MD,
Kyle Rose,OH,
D.J. Carozza,WV,
Arthur Johannes,WV,
Jon Lewis,WV,
Christian Brown,NJ,
Noble Nwachukwu,TX,
Will Clarke,PA,
Dontrill Hyman,NC,
V'Angelo Bentley,OH,
Nathan Scheelhaase,MO,
Taylor Barton,FL,
Jon Davis,KY,
Darwyn Kelly,MD,
Reilly O'Toole,IL,
James Crawford,FL,
Donovonn Young,TX,
Josh Ferguson,IL,
Martize Barr,DC,
Miles Osei,IL,
Steve Hull,OH,
Earnest Thomas III,MI,
B.J. Bello,IL,
Chase Haslett,MO,
Matt LaCosse,IL,
Ryan Lankford,FL,
Wes Lunt,IL,
Ryan Frain,IN,
Dionte Taylor,FL,
Owens Brian,IL,
Brian Owens,IL,
Aaron Bailey,IL,
Jevaris Little,--,
Caleb Day,OH,
Marchie Murdock,TX,
Jonathan McKoy,IL,
Taylor Zalewski,IL,
Justin DuVernois,FL,
Jeremey Whitlow,OH,
Justin Hardee,OH,
Sean Hussey,IL,
Dillan Cazley,IL,
Clayton Fejedelem,IL,
Nick Forzley,IL,
LaKeith Walls,OH,
Ben Mathis,IL,
Cameron Tucker,IL,
Darius Mosely,IL,
Sean Arowolaju,IL,
Kendrick Foster,IL,
Cedric Doxy,IL,
Eaton Spence,FL,
Jaylen Dunlap,IL,
Peter Bonahoom,IL,
Nelson Lugo,IL,
James Nudera,IL,
Dennis Thurow,IL,
Nick North,FL,
Leslie Poole,IL,
Devin Church,MI,
Daniel Quintana,IL,
Zepheniah Grimes,SC,
Mike Svetina,OH,
Taylor White,IL,
Samuel Harlib,NV,
Brad Janitz,OH,
Davontay Kwaaning,IL,
David Reisner,IL,
Grant Rushing,IL,
Nathan Echard,MO,
Mikiel Thompson,IL,
Brandon Roberts,IL,
Ralph Cooper,SC,
Mason Monheim,OH,
Austin Teitsma,IL,
Jonathan Brown,TN,
Samuel Ogunkoya,IL,
Tim Clary,IL,
Henry Dickinson,TN,
Conner Schmidt,IL,
Alex Hill,LA,
T.J. Neal,PA,
Zach Hirth,MO,
Houston Bates,LA,
Chris Boles,OH,
Michael Martin,IL,
Austin Schmidt,OH,
Kenny Nelson,MI,
Tim Kynard,OH,
Tony Durkin,IL,
Christian DiLauro,OH,
Scott McDowell,IL,
Jake Feldmeyer,OH,
Simon Cvijanovic,OH,
Ted Karras,IN,
Corey Lewis,PA,
Joe Spencer,OH,
Dallas Hinkhouse,IA,
Chris O'Connor,IL,
Michael Heitz,IL,
Pat Flavin,IL,
Jesse Chadwell,MI,
Harry Black,FL,
Spencer Harris,AR,
Kevin Carroll,IL,
Kameron Fry,IL,
Brennen VanMieghem,IL,
Kenny Knight,MI,
Elias Butler,--,
Tim Russell,IL,
Tyler White,MI,
Zach Grant,IL,
Evan Wilson,GA,
DeJazz Woods,FL,
Dawuane Smoot,OH,
Abe Cajuste,FL,
Teko Powell,FL,
Bryce Douglas,IL,
Jake Howe,IL,
Robbie Bain,IL,
Vontrell Williams,IL,
Jarrod Clements,OH,
Shane Wynn,OH,
Cameron Coffman,MO,
T.J. Simmons,FL,
Arthur Jones,--,
Cody Latimer,OH,
Forisse Hardin,KY,
Noel Padmore,GA,
Noel Padmore,GA,
Tre Roberson,IN,
Tevin Coleman,IL,
Brian Williams,GA,
Kevin Davis,IN,
Matt Marencik,--,
Nate Boudreau,IL,
Greg Heban,IN,
Ricky Jones,FL,
Matt Skowronek,--,
Stephen Houston,AR,
Bryce Smith,IN,
Bryce Smith,--,
Kofi Hughes,IN,
Lorrell Williams,--,
Nick Stoner,IN,
Ben Bach,IL,
Ben Bach,IL,
Isaiah Roundtree,IN,
Mitch Ewald,IL,
Rashard Fant,GA,
Rashard Fant,GA,
Isaac Griffith,IN,
Isaac Griffith,IN,
Michael Hunter,LA,
Tyler Brady,IL,
Tregg Waters,AZ,
Max Matthews,IN,
Ryan Thompson,MS,
Aaron Daniels,--,
D'Angelo Roberts,IN,
Ty Smith,IN,
Jake Zupancic,IN,
Kenny Mullen,IN,
Laray Smith,NY,
Laray Smith,NY,
Tyler Willis,IN,
Tim Bennett,GA,
Danny Dunn,--,
Kray'Shawn Brewer,--,
Ryan Phillis,OH,
Justin Nowak,IN,
Steven Funderburk,FL,
Joe Pesut,IN,
Anthony Davis,IN,
Dawson Fletcher,OH,
Chase Dutra,IN,
Chase Dutra,IN,
Andre Booker,MO,
Jordan Wallace,IN,
Zack Shaw,OH,
Jacarri Alexander,FL,
Bobby Hess,--,
Kris Smith,GA,
Kris Smith,GA,
Myles Graham,FL,
Graham Myles,FL,
Erich Toth,IN,
Kyle Longworth,--,
Mark Murphy,OH,
Damon Graham,IN,
Garrett Welch,IN,
Quai Chandler,IL,
Nick Turner,IN,
Antonio Allen,IN,
Antonio Allen,IN,
Clyde Newton,FL,
Clyde Newton,FL,
David Cooper,GA,
Brandon Grubbe,IN,
Marcus Oliver,OH,
Marcus Oliver,OH,
Andrew Wilson,IN,
Tony Thomas,IN,
Mike Replogle,OH,
Chase Hoobler,OH,
Matt Zakrzewski,MI,
Simeon Ikudabo,IN,
Griffen Dahlstrom,IN,
Jake Reed,IN,
Kyle Kennedy,IN,
Tyler Burgett,FL,
Shawn Heffern,IN,
Garrett Libertowski,IN,
Jake Michalek,IL,
Nick Mangieri,IL,
Pete Bachman,OH,
Patrick Dougherty,OH,
Patrick Dougherty,OH,
Peyton Eckert,IL,
Liam Duddy,--,
Ralston Evans,IN,
Tyler Lukens,IN,
Collin Rahrig,IN,
Wes Rogers,IN,
Josh Pericht,IL,
Josh Pericht,IL,
Dan Feeney,IL,
David Kaminski,OH,
Alex Todd,OH,
Jacob Bailey,IN,
Bill Ivan,MI,
Ben Polk,IN,
Ben Polk,IN,
Bernard Taylor,MI,
Nate Hoff,OH,
Nate Hoff,OH,
Chase Alexander,IN,
Chase Alexander,IN,
Cody Evers,WI,
Dimitric Camiel,TX,
Jason Spriggs,IN,
Devon Butler,--,
Anthony Young,OH,
Anthony Young,OH,
Duwyce Wilson,IN,
Caleb Cornett,IN,
Jordan Taylor,--,
Ted Bolser,OH,
Danny Friend,IL,
Danny Friend,IL,
Michael Cooper,TX,
Chandler Miller,IN,
Paul Phillips,MD,
Leneil Himes,IN,
Mitchell Paige,IN,
Anthony Corsaro,IN,
Jordan Jackson,IN,
Aaron Del Grosso,IN,
Aaron Del Grosso,IN,
David Kenney,IN,
Matt Dooley,AZ,
Christopher Cormier,LA,
Christopher Cormier,LA,
Griffin Oakes,IN,
Griffin Oakes,IN,
Nick Campos,IL,
Ralphael Green,TX,
Sean Damaska,--,
Bobby Richardson,FL,
Chandler Watson,--,
Christian Englum,IN,
John Laihinen,WI,
John Doughty,--,
Jordan Heiderman,NE,
Darius Latham,IN,
Darius Latham,IN,
Dong Kim,--,
Adarius Rayner,FL,
Marshall Koehn,IA,
Malik Rucker,MN,
Paul Brown,IA,
Barkley Hill,IA,
Tevaun Smith,ON,
Damon Bullock,TX,
Tanner Miller,IA,
Justin Joyce,VA,
Reggie Spearman,IL,
Sean Draper,OH,
Drew Zaun,IA,
Don Shumpert,MO,
Blake Haluska,IA,
Nic Shimonek,TX,
Jonathan Parker,MO,
Kevonte Martin-Manley,MI,
David Tann,IA,
Anthony Gair,TX,
Greg Mabin,FL,
Connor Keane,MN,
Desmond King,MI,
Steve Manders,MD,
Jake Rudock,FL,
C.J. Beathard,TN,
Jacob Hillyer,TX,
Alden Haffar,IA,
Derrick Willies,IL,
B.J. Lowery,OH,
Cody Sokol,AZ,
Christian Kirksey,MO,
Andrew Stone,IA,
Trev Hadachek,IA,
Nico Law,MD,
Damond Powell,OH,
Jordan Cotton,IA,
Ruben Lile,MI,
Michael Malloy,IA,
Kevin Ward,IL,
Jordan Lomax,MD,
Maurice Fleming,IL,
LeShun Daniels,OH,
Dayo Ogundepo,MN,
Sean Skradis,GA,
Anthony Hitchens,OH,
Akrum Wadley,NJ,
Solomon Warfield,OH,
Andrew Wellik,IA,
Jordan Canzeri,NY,
Nate Meier,IA,
Gavin Smith,IA,
Cole Fisher,NE,
John Lowdermilk,OH,
Adam Cox,IL,
Dalton Shaull,IA,
Travis Perry,IA,
Berkley Grimm,IA,
Bo Bower,IA,
Macon Plewa,WI,
Josey Jewell,IA,
James Morris,IA,
Mark Weisman,IL,
Chad Gilson,IA,
George Kittle,OK,
John Kenny,IN,
Ike Boettger,IA,
Luke Lindahl,MN,
Melvin Spears,TX,
Drew Clark,IA,
Palmer Foster,IA,
Laron Taylor,MI,
Quinton Alston,NJ,
Boone Myers,IA,
Steve Ferentz,IA,
Drake Kulick,IA,
Tanner Odle,IA,
Faith Ekakitie,ON,
Tommy Gaul,IA,
Eric Simmons,IA,
Conor Boffeli,IA,
Jalen Chambers,IA,
Casey Kreiter,IA,
Christopher Smull,IA,
Austin Blythe,IA,
Cole Croston,IA,
Jordan Walsh,IL,
Colin Goebel,IL,
Jaleel Johnson,IL,
Brandon Scherff,IA,
Brett Van Sloten,IA,
Carl Davis,MI,
Richard Pryor,GA,
Brant Gressel,OH,
Ryan Ward,IL,
Mitch Keppy,IL,
Dean Tsopanides,CT,
Nolan MacMillan,ON,
Daniel Gaffey,IA,
Reid Sealby,IL,
Corbin Blythe,IA,
Andrew Donnal,OH,
Dominic Alvis,IA,
Sean Welsh,OH,
Henry Krieger Coble,IA,
Jon Wisnieski,IA,
Ray Hamilton,OH,
Riley McCarron,IA,
Andre Harris,MO,
Derrick Mitchell,MO,
C.J. Fiedorowicz,IL,
Jake Duzey,MI,
Wil Rathjen,IA,
Jake Hulett,IA,
A.J. Jones,TX,
Matt VandeBerg,SD,
Cameron Wilson,OH,
Louis Trinca-Pasat,IL,
Daumantas Venckus-Cucchiara,FL,
Will Kincart,IA,
Peter Pekar,WI,
Riley McMinn,IL,
Drew Ott,NE,
Mike Meyer,IA,
Darian Cooper,MD,
Tyler Kluver,IA,
Mike Hardy,WI,
Connor Kornbrath,WV,
Nathan Bazata,NE,
Bo Dever,IL,
Mike McCray,OH,
Cameron Gordon,MI,
Justice Hayes,MI,
Brian Cleary,MI,
Raymon Taylor,MI,
Shane Morris,MI,
Henry Poggi,MD,
Russell Bellomy,TX,
Channing Stribling,NC,
Drew Dileo,LA,
Da'Mario Jones,MI,
Courtney Avery,OH,
Allen Gant,OH,
Terry Richardson,MI,
Alex Swieca,NY,
Josh Furman,MD,
Garrett Moores,MI,
Garrett Moores,MI,
James Ross III,MI,
Jack Wangler,MI,
Jack Wangler,MI,
Jeremy Jackson,MI,
Blake Countess,MD,
DeAnthony Hardison,MI,
DeAthony Hardison,MI,
Reon Dawson,OH,
Drake Johnson,MI,
Jeremy Gallon,FL,
Jarrod Wilson,OH,
Dennis Norfleet,MI,
Delonte Hollowell,MI,
Dymonte Thomas,OH,
Jourdan Lewis,MI,
Derrick Green,VA,
Will Hagerup,WI,
Fitzgerald Toussaint,OH,
Ross Douglas,OH,
Thomas Gordon,MI,
Nick Benda,MI,
Nick Benda,MI,
Blaise Stearns,MI,
Shaun Austin,MI,
De'Veon Smith,OH,
Taco Charlton,OH,
Wyatt Shallman,MI,
Jeremy Clark,KY,
Brendan Gibbons,FL,
Joe Bolden,OH,
Joe Kerridge,MI,
AJ Pearson,GA,
Bobby Henderson,NY,
Thomas Rawls,MI,
Sione Houma,UT,
Anthony Capatina,MI,
Dylan Esterline,MI,
Ben Gedeon,OH,
Scott Sypniewski,IL,
Chris Wormley,OH,
Delano Hill,MI,
J.J. McGrath,MI,
J.J. McGrath,MI,
Jake Ryan,OH,
Desmond Morgan,MI,
Anthony Dalimonte,MI,
Tom Strobel,OH,
Greg Froelich,MA,
Royce Jenkins-Stone,MI,
Mario Ojemudia,MI,
Richard Ash,FL,
Jareth Glanda,MI,
Jibreel Black,OH,
David Dawson,MI,
Ondre Pipkins,MO,
Frank Clark,OH,
Patrick Kugler,PA,
Chris Bryant,IL,
Jack Doyle,MI,
Jack Miller,OH,
Graham Glasgow,IL,
Blake Bars,TN,
Ben Pliska,WA,
Brandon Duba,MI,
Brandon Duba,MI,
Kyle Bosch,IL,
Dan Liesman,MI,
Kyle Kalis,OH,
Erik Gunderson,MI,
Willie Henry,OH,
Kristian Mateus,MI,
Ben Braden,MI,
Logan Tuley-Tillman,IL,
Chris Fox,CO,
Maurice Hurst Jr.,MA,
Dan Samuelson,MI,
Michael Schofield,IL,
Quinton Washington,SC,
Taylor Lewan,AZ,
Khalid Hill,MI,
Csont'e York,MI,
Amara Darboh,IA,
Jaron Dukes,OH,
A.J. Williams,OH,
Joe Reynolds,MI,
Jehu Chesson,MO,
Devin Funchess,MI,
Jake Butt,OH,
Jonathan Keizer,MI,
Kenny Allen,MI,
Alex Mitropoulos-Rundus,MI,
Keith Heitzman,OH,
Garrett Miller,--,
Jordan Paskorz,PA,
Michael Jocz,MI,
Ryan Glasgow,IL,
Brennen Beyer,MI,
Devin Gardner,MI,
Matthew Godin,MI,
Darian Hicks,OH,
Macgarrett Kings Jr.,FL,
Mike Sadler,MI,
Michael Geiger,OH,
DeAnthony Arnett,MI,
Mylan Hicks,MI,
Damion Terry,PA,
Demetrious Cox,PA,
Tyler O'Connor,OH,
Lawrence Thomas,MI,
Evan Fischer,MI,
Isaiah Lewis,IN,
Andrew Maxwell,MI,
Robert Aiello,--,
Jamal Lyles,MI,
R.J. Shelton,WI,
Bennie Fowler,MI,
Chris Laneaux,MI,
Tony Lippett,MI,
Trae Waynes,WI,
Aaron Burbridge,MI,
Tommy Vento,MI,
Trey Kilgore,OH,
Zac Leimbach,MI,
Kevin Muma,MI,
Connor Cook,OH,
Michael Topolinski,ON,
Danny Folino,MI,
AJ Troup,MN,
Nick Hill,MI,
Eli-Kevin Phillips,MI,
Andre Sims Jr.,GA,
Justin Williams,FL,
Paul Andrie,IN,
Delton Williams,PA,
Jairus Jones,FL,
Kevin Cronin,MI,
Gerald Holmes,MI,
Keith Mumphery,GA,
RJ Williamson,OH,
Austin Wolfe,--,
Kurtis Drummond,OH,
Denicos Allen,OH,
Mark Meyers,OH,
Riley Bullough,MI,
Darqueze Dennard,GA,
Nick Tompkins,GA,
Jeremy Langford,MI,
Jon Reschke,MI,
Taiwan Jones,MI,
Jalyn Powell,OH,
Arjen Colquhoun,--,
Trevon Pendleton,OH,
Ezra Robinson,FL,
Gabe Augustin,MI,
Niko Palazeti,MI,
Jermaine Edmondson,OH,
Max Bullough,MI,
Kyler Elsworth,MI,
Denzel Drone,FL,
Ed Davis,MI,
Corry Brown,MI,
Marcus Rush,OH,
Darien Harris,MD,
Matt Rea,MI,
Ty Hamilton,MI,
Pat Rhomberg,OH,
Shane Jones,OH,
Sean Harrington,MI,
Taybor Pepper,MI,
Kyle Lints,MI,
Steve Moore,MI,
Connor Kruse,MI,
Devyn Salmon,FL,
Leland Ewing,MI,
Adam Brown,MD,
Dan France,OH,
Micajah Reynolds,MI,
James Bodanis,ON,
Tyler Topolinski,ON,
Travis Jackson,OH,
Blake Treadwell,MI,
Jack Allen,IL,
Zach Higgins,OH,
Shawn Kamm,MI,
Dennis Finley,MI,
Jack Conklin,MI,
Benny McGowan,OH,
Donavon Clark,OH,
Henry Conway,OH,
Kodi Kieler,MI,
Dylan Chmura,WI,
Josiah Price,IN,
Paul Lang,PA,
Derek Hoebing,OH,
Brock Makaric,--,
Evan Jones,OH,
Matt Macksood,MI,
Tres Barksdale,OH,
Brandon Clemons,PA,
Monty Madaris,OH,
Shilique Calhoun,NJ,
John Jakubik,MI,
Tyler Hoover,MI,
Andrew Gleichert,MI,
Joel Heath,OH,
Damon Knox,MI,
Michael Dennis,OH,
Noah Jones,FL,
Tim Wojniak,MI,
David Fennell,OR,
Mark Scarpinato,WI,
Demetrius Cooper,IL,
James Kittredge,NJ,
KJ Maye,AL,
Dexter Foreman,TX,
Martez Shabazz,TX,
Donovahn Jones,GA,
Chris Streveler,IL,
Damien Wilson,MS,
Grayson Levine,MN,
Mitch Leidner,MN,
Damarius Travis,FL,
Daletavious McGhee,GA,
Cameron Wilson,TX,
James Manuel,IN,
Philip Nelson,MN,
Eric Carter,FL,
Antonio Johnson,OH,
Andre McDonald,MN,
Steven Montgomery,FL,
Derrick Wells,FL,
Connor Cosgrove,WI,
Isaac Fruechte,MN,
Marcus Jones,NC,
Conor Rhoda,MN,
Jamel Harbison,NC,
Logan Hutton,TX,
Derrick Engel,MN,
Peter Westerhaus,MN,
Michael Conway,MN,
Cedric Dicke,MN,
Donnell Kirkwood,FL,
James Gillum,LA,
Jeff Borchardt,MN,
EJ Sardinha,FL,
Kyle Fodness,MN,
Devon Wright,FL,
De'Vondre Campbell,FL,
Brian Smith,WI,
David Cobb,TX,
Jalen Myrick,GA,
Ryan Santoso,FL,
Briean Boddy-Calhoun,DE,
Kasey Robinson,MN,
Mike Henry,MN,
Chris Wipson,MN,
Cole Banham,MN,
Eric Murray,WI,
Berkley Edwards,MI,
Andrew Harte,IL,
John McKelvey,OH,
Jephte Matilus,FL,
Dominic Schultz,MI,
Rodrick Williams Jr.,TX,
Chris Hawthorne,NC,
Cavonte Johnson,MN,
Peter Mortell,WI,
Aaron Roundtree,MN,
De'Niro Laster,OH,
Nate Wozniak,IN,
Jared Hartman,MN,
Alexander Starks,IL,
Dan Orseske,IL,
JoJuan Harper,MN,
Justin Juenemann,KS,
Tyler Hartmann,MN,
Gabe Mezzenga,MN,
Adekunle Ayinde,MN,
Nick Hart,MN,
Cameron Botticelli,WI,
Alex Bisch,MN,
Jake Filkins,WI,
Owen Salzwedel,WI,
Jack Lynn,IL,
Zac Epping,WI,
Yoshoub Timms,FL,
Tommy Olson,MN,
Theiren Cockran,FL,
Nick Rallis,MN,
Aaron Hill,MO,
Ed Olson,MN,
Ray Dixon,FL,
Matt Leidner,MN,
Zach Mottla,MN,
Jon Christenson,MN,
Caleb Bak,MN,
Josh Campion,MN,
Luke McAvoy,IL,
Brian Bobek,IL,
Isaac Hayes,MN,
Robert Ndondo-Lay,MN,
Chad Fahning,MN,
Kyle McAvoy,IL,
Joe Bjorklund,MN,
Marek Lenkiewicz,IL,
Alex Mayes,TX,
Foster Bush,WI,
Ben Lauer,MN,
Jonah Pirsig,MN,
Aaron Marmer,WI,
Duke Anyanwu,MN,
Drew Goodger,KS,
Victor Keise,FL,
Lincoln Plsek,TX,
Moses Alipate,MN,
Sahr Ngekia,MN,
Maxx Williams,MN,
Ernie Heifort,MN,
Ben Holcomb,WI,
Demaris Peppers,TN,
Alex Keith,MO,
Roland Johnson,SC,
Ben Perry,TX,
Christian Eldred,--,
Harold Legania,LA,
Hendrick Ekpe,TX,
Jordan Hinojosa,FL,
Dave Ramlet,WI,
Scott Ekpe,TX,
Michael Amaefula,TX,
Ra'Shede Hageman,MN,
Harvey Jackson,TX,
Jordan Westerkamp,IL,
Alonzo Moore,LA,
Marcus Newby,MD,
Tommy Armstrong Jr.,TX,
Mohammed Seisay,VA,
Corey Cooper,IL,
Taariq Allen,MA,
Maliek Collins,MO,
Ameer Abdullah,AL,
D.J. Singleton,NJ,
Jason Ankrah,MD,
Tyson Broekemeier,NE,
Sam Burtch,NE,
Jamal Turner,TX,
Cethan Carter,LA,
Andrew Green,TX,
Boaz Joseph,FL,
Ron Kellogg III,NE,
Zaire Anderson,PA,
Jonathan Rose,AL,
Ishmail Jackson,FL,
Michael Rose,MO,
Stanley Jean-Baptiste,FL,
Ciante Evans,TX,
Ryker Fyfe,NE,
LeRoy Alexander,OH,
Wil Richards,MO,
Alex Balke,IA,
Charles Jackson,TX,
King Frazier,MO,
Anthony Ridder,NE,
Daniel Davie,NE,
Murat Kuzu,TX,
Austin Williams,NE,
Nathan Gerry,SD,
Zach Stovall,NE,
Sam Foltz,NE,
Adam Taylor,TX,
Seth Jameson,TX,
Graham Nabity,NE,
Derek Foster,NE,
Richard Wynne Jr.,NE,
Joey Felici,NE,
C.J. Zimmerer,NE,
Imani Cross,GA,
Jared Afalava,UT,
Andy Janovich,NE,
Mauro Bondi,FL,
Harrison Jordan,NE,
Jordan Nelson,NE,
Max Pirman,OH,
Jake Long,NE,
David Santos,TX,
Trey Foster,NE,
Dimarya Mixon,TX,
Trevor Roach,NE,
Randy Gregory,IN,
Mitch McCann,NE,
Lane Hovey,IA,
A.J. Natter,WI,
Walker Ashburn,LA,
Grant Schumacher,NE,
Tobi Okuyemi,MN,
Gabe Rahn,IA,
Erik Evans,NE,
Chris Weber,NE,
Garret Johns,NE,
Brandon Chapek,NE,
Courtney Love,OH,
Josh Banderas,NE,
Dustin Glaser,TX,
Adam Kucera,NE,
Thad Randle,TX,
Robby Painter,CO,
Kevin Maurice,FL,
Paul Thurston,CO,
Mark Pelini,OH,
Brad Simpson,NE,
Jack Fordon,IL,
Zach Sterup,NE,
Steve Graeber,NE,
Matt Finnin,IL,
Colby Starkebaum,CO,
Spencer Long,NE,
Cole Pensick,NE,
Andrew Rodriguez,NE,
Ryne Reeves,NE,
Dylan Utter,NE,
Scott Criss,NE,
Jake Cotton,NE,
Brodrick Nickens,NE,
Chongo Kondolo,TX,
Jeremiah Sirles,CO,
Zach Hannon,MO,
Sam Hahn,NE,
Mike Moudy,CO,
Chris Long,NE,
Brent Qvale,ND,
David Knevel,ON,
Givens Price,TX,
Dwayne Johnson Jr.,TX,
Jordan Ackerman,NE,
Kenny Bell,CO,
Kevin Gladney,OH,
Tyler Wullenwaber,NE,
Jared Blum,NE,
Sam Cotton,NE,
Greg Hart,OH,
David Sutton,NE,
Brandon Reilly,NE,
Ross Dzuris,NE,
Tyler Evans,NE,
Connor Ketter,NE,
Greg McMullen,OH,
Gabriel Miller,IN,
Donovan Vestal,TX,
Kevin Williams,OH,
Avery Moss,AZ,
Pat Smith,IL,
Jack Gangwish,NE,
Spencer Lindsay,NE,
Aaron Curry,TX,
Logan Rath,NE,
Joseph Rotherham,WI,
Jordan Bellar,NE,
Vincent Valentine,IL,
Jay Guy,TX,
Tim Hanrahan,IL,
Kain Colter,CO,
Dwight White,TX,
Keith Watkins II,OH,
Jarrell Williams,IL,
Venric Mark,TX,
Miles Shuler,NJ,
Tony Jones,MI,
Matt Alviti,IL,
Ifeadi Odenigbo,OH,
Stephen Buckley,TX,
Jimmy Hall,OH,
Traveon Henry,FL,
Zack Oliver,LA,
Pierre Youngblood-Ary,FL,
Cermak Bland,OR,
C.J. Bryant,OH,
Trevor Siemian,FL,
Christian Jones,TX,
P.J. Carollo,IL,
Daniel Jones,FL,
Quinn Baker,IL,
Rashad Lawrence,FL,
Anthony Walker,FL,
Cameron Dickerson,NJ,
Malin Jones,IL,
Kyle Prater,IL,
Kyle Queiro,NJ,
Treyvon Green,TX,
Nick VanHoose,OH,
Ibraheim Campbell,PA,
Matthew Harris,IL,
Mike Panico,IL,
Godwin Igwebuike,OH,
Chris Gradone,OH,
Marcus McShepard,OH,
Hunter Niswander,OH,
Mike Trumpy,IL,
Matt Micucci,IL,
Michael Odom,IL,
Tom Hruby,IN,
Corey Acker,NY,
Mike Eshun,WI,
Jeff Budzien,WI,
Dami Arowolaju,IL,
Arthur Omilian,GA,
Joe Cannon,WI,
Zak Kucera,OH,
Dan Vitale,IL,
Doug Diedrick,IL,
Joseph Jones,IL,
Cole Johnson,IN,
Chi Chi Ariguzo,OH,
Collin Ellis,LA,
Damien Proby,NV,
Troy Sheppard,IL,
Tommy Odell,IL,
Josh Roberts,KS,
Brandon Williams,IN,
Timmy Vernon,PA,
Jaylen Prater,OH,
Chris Fitzpatrick,KY,
Sam Hsu,IL,
Geoff Mogus,OH,
Eric Hauser,IL,
Drew Smith,OH,
Matt Frazier,IL,
Pat Hickey,IL,
Zack Guritz,IL,
Alex Pietrzak,IL,
Ian Park,PA,
Blake King,IL,
Hayden Baker,IL,
Brandon Vitabile,NJ,
Tyler Lancaster,IL,
Connor Mahoney,PA,
Brad North,TX,
Shane Mertz,NJ,
